Strain,AMR_gene,Locus_tag,Category
Enterococcus_2016,vanY-A,FDLBOJNN_03272,Accessory
Enterococcus_2016,vanZ-A,FDLBOJNN_03273,Accessory
Enterococcus_VRE,aac(6')-Ie/aph(2'')-Ia,CKHIPNDA_03295,Accessory
Enterococcus_VRE,tet(L),CKHIPNDA_03320,Accessory
Enterococcus_VRE,tet(M),CKHIPNDA_03322,Accessory
Enterococcus_VRE,mef(H),CKHIPNDA_00939,Accessory
Enterococcus_VRE,dfrG,CKHIPNDA_01214,Accessory
Enterococcus_VRE,aac(6')-I,CKHIPNDA_02326,Core
Enterococcus_VRE,msr(C),CKHIPNDA_02823,Core
Enterococcus_VRE,erm(B),CKHIPNDA_03094,Accessory
Enterococcus_VRE,vanR-A,CKHIPNDA_03097,Accessory
Enterococcus_VRE,vanS-A,NA,Unknown
Enterococcus_VRE,vanH-A,CKHIPNDA_03099,Accessory
Enterococcus_VRE,vanA,CKHIPNDA_03100,Accessory
Enterococcus_VRE,vanX-A,CKHIPNDA_03101,Accessory
Enterococcus_2016C08,dfrG,CGJMKPHH_00060,Accessory
Enterococcus_2016C08,tet(M),CGJMKPHH_00061,Accessory
Enterococcus_2016C08,tet(M),CGJMKPHH_00299,Accessory
Enterococcus_2016C08,tet(L),CGJMKPHH_00300,Accessory
Enterococcus_2016C08,aac(6')-I,CGJMKPHH_02339,Core
Enterococcus_2016C08,msr(C),CGJMKPHH_02739,Core
Enterococcus_2016C08,aac(6')-Ie/aph(2'')-Ia,CGJMKPHH_03130,Accessory
Enterococcus_2016C08,erm(B),CGJMKPHH_03190,Accessory
Enterococcus_2016C08,aph(3')-IIIa,CGJMKPHH_03191,Accessory
Enterococcus_2016C08,ant(6)-Ia,CGJMKPHH_03195,Accessory
Enterococcus_2016C08,lnu(B),CGJMKPHH_03200,Accessory
Enterococcus_2016C08,lsa(E),CGJMKPHH_03201,Accessory
Enterococcus_2016C08,vanR-A,CGJMKPHH_03212,Accessory
Enterococcus_2016C08,vanS-A,NA,Unknown
Enterococcus_2016C08,vanH-A,CGJMKPHH_03215,Accessory
Enterococcus_2016C08,vanA,CGJMKPHH_03216,Accessory
Enterococcus_2016C08,vanX-A,CGJMKPHH_03217,Accessory
Enterococcus_2016C08,vanY-A,CGJMKPHH_03218,Accessory
Enterococcus_2016C08,vanZ-A,CGJMKPHH_03219,Accessory
Enterococcus_SRR24,aac(6')-I,PAANNGHF_02124,Core
Enterococcus_SRR24,msr(C),PAANNGHF_02609,Core
Enterococcus_SRR24,vanM,PAANNGHF_02831,Accessory
Enterococcus_SRR24,vanH-M,NA,Unknown
Enterococcus_SRR24,vanY-M,PAANNGHF_02833,Accessory
Enterococcus_SRR24,vanS-M,PAANNGHF_02834,Accessory
Enterococcus_SRR24,vanR-M,PAANNGHF_02835,Accessory
Klebsiella_TH12908,oqxB19,KJEEGMAE_01138,Accessory
Klebsiella_TH12908,oqxA,KJEEGMAE_01139,Accessory
Klebsiella_TH12908,blaSHV-11,KJEEGMAE_02709,Core
Klebsiella_TH12908,fosA,KJEEGMAE_04447,Core
Klebsiella_KP18-2073,oqxB,CDKMKNBK_01210,Accessory
Klebsiella_KP18-2073,oqxA,CDKMKNBK_01211,Accessory
Klebsiella_KP18-2073,blaSHV-11,CDKMKNBK_02758,Core
Klebsiella_KP18-2073,fosA,CDKMKNBK_04608,Core
Klebsiella_KP18-2073,blaSHV-11,CDKMKNBK_04995,Accessory
Klebsiella_KP18-2073,aph(3')-Ia,CDKMKNBK_05005,Accessory
Klebsiella_KP18-2073,tet(A),CDKMKNBK_05009,Accessory
Klebsiella_KP18-2073,blaCTX-M-65,CDKMKNBK_05643,Accessory
Klebsiella_KP18-2073,fosA3,CDKMKNBK_05647,Accessory
Klebsiella_KP18-2073,fosA3,CDKMKNBK_05650,Accessory
Klebsiella_KP18-2073,blaTEM-1,CDKMKNBK_05658,Accessory
Klebsiella_KP18-2073,rmtB1,CDKMKNBK_05659,Accessory
Klebsiella_KP18-2073,blaSHV-11,CDKMKNBK_05701,Accessory
Klebsiella_KP18-2073,blaKPC-2,CDKMKNBK_05706,Accessory
Klebsiella_KP18-2073,blaSHV-11,CDKMKNBK_05401,Accessory
Klebsiella_Bio3,oqxB,EJLFFEKG_02037,Accessory
Klebsiella_Bio3,oqxA,EJLFFEKG_02038,Accessory
Klebsiella_Bio3,fosA,EJLFFEKG_02084,Core
Klebsiella_Bio3,blaSHV-28,EJLFFEKG_04093,Core
Klebsiella_Bio3,sat2,EJLFFEKG_05102,Accessory
Klebsiella_Bio3,dfrA1,EJLFFEKG_05103,Accessory
Klebsiella_Bio3,dfrA12,NA,Unknown
Klebsiella_Bio3,aadA2,NA,Unknown
Klebsiella_Bio3,qacEdelta1,EJLFFEKG_05285,Accessory
Klebsiella_Bio3,sul1,EJLFFEKG_05286,Accessory
Klebsiella_Bio3,armA,EJLFFEKG_05290,Accessory
Klebsiella_Bio3,msr(E),EJLFFEKG_05293,Accessory
Klebsiella_Bio3,mph(E),EJLFFEKG_05294,Accessory
Klebsiella_Bio3,blaOXA-232,EJLFFEKG_05335,Accessory
Klebsiella_Bio3,dfrA14,EJLFFEKG_05336,Accessory
Klebsiella_Bio3,blaTEM-1,EJLFFEKG_05366,Accessory
Klebsiella_Bio3,tet(D),EJLFFEKG_05371,Accessory
Klebsiella_Bio3,catB3,EJLFFEKG_05382,Accessory
Klebsiella_Bio3,blaOXA-1,EJLFFEKG_05383,Accessory
Klebsiella_Bio3,aac(6')-Ib-cr5,EJLFFEKG_05384,Accessory
Klebsiella_Bio3,blaCTX-M-15,EJLFFEKG_05387,Accessory
Klebsiella_Bio3,mph(E),EJLFFEKG_05678,Accessory
Klebsiella_Bio3,msr(E),EJLFFEKG_05679,Accessory
Klebsiella_Bio3,armA,EJLFFEKG_05682,Accessory
Klebsiella_Bio3,sul1,EJLFFEKG_05686,Accessory
Klebsiella_Bio3,qacEdelta1,EJLFFEKG_05687,Accessory
Klebsiella_Bio3,aadA2,NA,Unknown
Klebsiella_Bio3,dfrA12,EJLFFEKG_05689,Accessory
Klebsiella_Bio3,blaTEM-1,EJLFFEKG_05690,Accessory
Klebsiella_Bio3,blaOXA-232,EJLFFEKG_05695,Accessory
Klebsiella_Bio3,dfrA14,EJLFFEKG_05720,Accessory
Klebsiella_Bio3,tet(D),EJLFFEKG_05735,Accessory
Klebsiella_Bio3,aac(6')-Ib-cr5,EJLFFEKG_05748,Accessory
Klebsiella_Bio3,blaOXA-1,EJLFFEKG_05749,Accessory
Klebsiella_Bio3,catB3,EJLFFEKG_05750,Accessory
Klebsiella_Bio3,blaCTX-M-15,EJLFFEKG_05756,Accessory
Klebsiella_DD02425,oqxB,JNMNFDGN_01212,Accessory
Klebsiella_DD02425,oqxA,JNMNFDGN_01213,Accessory
Klebsiella_DD02425,blaSHV-11,JNMNFDGN_02776,Core
Klebsiella_DD02425,sul1,JNMNFDGN_03089,Accessory
Klebsiella_DD02425,qacEdelta1,JNMNFDGN_03090,Accessory
Klebsiella_DD02425,aadA2,NA,Unknown
Klebsiella_DD02425,fosA,JNMNFDGN_04634,Core
Klebsiella_DD02425,tet(A),JNMNFDGN_04876,Accessory
Klebsiella_DD02425,blaOXA-1,JNMNFDGN_04881,Accessory
Klebsiella_DD02425,aac(6')-Ib-cr5,JNMNFDGN_04882,Accessory
Klebsiella_DD02425,blaCTX-M-15,JNMNFDGN_04886,Accessory
Klebsiella_DD02425,blaTEM-1,JNMNFDGN_04891,Accessory
Klebsiella_DD02425,mph(A),JNMNFDGN_04895,Accessory
Klebsiella_DD02425,mrx(A),JNMNFDGN_04896,Accessory
Klebsiella_DD02425,sul1,JNMNFDGN_04903,Accessory
Klebsiella_DD02425,qacEdelta1,JNMNFDGN_04904,Accessory
Klebsiella_DD02425,aadA2,NA,Unknown
Klebsiella_DD02425,dfrA12,JNMNFDGN_04906,Accessory
Klebsiella_DD02425,qnrB4,JNMNFDGN_04919,Accessory
Klebsiella_DD02425,blaDHA-1,JNMNFDGN_04926,Accessory
Klebsiella_DD02425,qacE,NA,Unknown
Klebsiella_DD02425,sul1,JNMNFDGN_04929,Accessory
Klebsiella_DD02425,armA,JNMNFDGN_04933,Accessory
Klebsiella_DD02425,msr(E),JNMNFDGN_04936,Accessory
Klebsiella_DD02425,mph(E),JNMNFDGN_04937,Accessory
Klebsiella_DD02425,blaTEM-1,JNMNFDGN_05141,Accessory
Klebsiella_DD02425,blaCTX-M-15,JNMNFDGN_05146,Accessory
Klebsiella_DD02425,aac(6')-Ib-cr5,JNMNFDGN_05150,Accessory
Klebsiella_DD02425,blaOXA-1,JNMNFDGN_05151,Accessory
Klebsiella_DD02425,tet(A),JNMNFDGN_05156,Accessory
Klebsiella_DD02425,aph(3')-Ia,JNMNFDGN_05160,Accessory
Klebsiella_DD02425,blaSHV,NA,Unknown
Klebsiella_DD02425,blaSHV-12,JNMNFDGN_05608,Accessory
Klebsiella_DD02425,blaKPC-2,JNMNFDGN_05613,Accessory
Klebsiella_DD02425,blaCTX-M-65,JNMNFDGN_05715,Accessory
Klebsiella_DD02425,fosA3,JNMNFDGN_05719,Accessory
Klebsiella_DD02425,blaTEM-1,JNMNFDGN_05727,Accessory
Klebsiella_DD02425,rmtB1,JNMNFDGN_05728,Accessory
Klebsiella_hvKP340,blaSHV-11,MHPNIMOJ_02718,Core
Klebsiella_hvKP340,fosA,MHPNIMOJ_04569,Core
Klebsiella_hvKP340,aac(6')-Ib-cr5,MHPNIMOJ_05472,Accessory
Klebsiella_hvKP340,arr-3,MHPNIMOJ_05473,Accessory
Klebsiella_hvKP340,dfrA27,NA,Unknown
Klebsiella_hvKP340,aadA16,MHPNIMOJ_05475,Accessory
Klebsiella_hvKP340,qacEdelta1,MHPNIMOJ_05476,Accessory
Klebsiella_hvKP340,sul1,MHPNIMOJ_05477,Accessory
Klebsiella_hvKP340,mrx(A),MHPNIMOJ_05482,Accessory
Klebsiella_hvKP340,mph(A),MHPNIMOJ_05483,Accessory
Klebsiella_hvKP340,blaNDM-1,MHPNIMOJ_05609,Accessory
Klebsiella_hvKP340,ble,MHPNIMOJ_05610,Accessory
Klebsiella_hvKP340,blaSHV-12,MHPNIMOJ_05624,Accessory
Klebsiella_hvKP340,blaCTX-M-65,MHPNIMOJ_05647,Accessory
Klebsiella_hvKP340,blaTEM-1,MHPNIMOJ_05656,Accessory
Klebsiella_hvKP340,rmtB1,MHPNIMOJ_05657,Accessory
Klebsiella_hvKP340,blaSHV-12,MHPNIMOJ_05693,Accessory
Klebsiella_hvKP340,blaKPC-2,MHPNIMOJ_05701,Accessory
Klebsiella_hvKP340,qnrS1,MHPNIMOJ_05846,Accessory
Klebsiella_hvKP340,blaLAP-2,MHPNIMOJ_05850,Accessory
Klebsiella_hvKP340,tet(A),MHPNIMOJ_05854,Accessory
Klebsiella_hvKP340,sul2,MHPNIMOJ_05862,Accessory
Klebsiella_hvKP340,dfrA14,NA,Unknown
Klebsiella_5890,dfrA30,NA,Unknown
Klebsiella_5890,qacE,CIMPOFFJ_00292,Accessory
Klebsiella_5890,blaTEM-1,CIMPOFFJ_00298,Accessory
Klebsiella_5890,aac(3)-IIe,CIMPOFFJ_00299,Accessory
Klebsiella_5890,aph(3'')-Ib,CIMPOFFJ_00317,Accessory
Klebsiella_5890,aph(6)-Id,CIMPOFFJ_00318,Accessory
Klebsiella_5890,tet(B),CIMPOFFJ_00475,Accessory
Klebsiella_5890,oqxB,CIMPOFFJ_01466,Accessory
Klebsiella_5890,oqxA,CIMPOFFJ_01467,Accessory
Klebsiella_5890,blaSHV-1,CIMPOFFJ_02897,Core
Klebsiella_5890,fosA,CIMPOFFJ_04738,Core
Klebsiella_5890,blaSHV-12,CIMPOFFJ_05421,Accessory
Klebsiella_5890,blaCMY-2,CIMPOFFJ_05477,Accessory
Klebsiella_5890,sul2,CIMPOFFJ_05512,Accessory
Klebsiella_5890,aph(3'')-Ib,CIMPOFFJ_05513,Accessory
Klebsiella_5890,aph(6)-Id,CIMPOFFJ_05514,Accessory
Klebsiella_5890,tet(A),CIMPOFFJ_05517,Accessory
Klebsiella_5890,floR,CIMPOFFJ_05520,Accessory
Klebsiella_KP2010,blaSHV-11,ANNDKOCJ_01131,Core
Klebsiella_KP2010,fosA,ANNDKOCJ_04682,Core
Klebsiella_KP2010,blaCTX-M-65,ANNDKOCJ_05476,Accessory
Klebsiella_KP2010,blaSHV-12,ANNDKOCJ_05485,Accessory
Klebsiella_KP2010,blaKPC-230,ANNDKOCJ_05523,Accessory
Klebsiella_KP144,blaSHV-11,MKGMMFOM_02644,Core
Klebsiella_KP144,fosA,MKGMMFOM_04654,Core
Klebsiella_KP144,blaKPC-2,MKGMMFOM_05403,Accessory
Klebsiella_KP144,blaCTX-M-65,MKGMMFOM_05408,Accessory
Klebsiella_KP144,blaTEM-1,MKGMMFOM_05417,Accessory
Klebsiella_KP144,rmtB1,MKGMMFOM_05418,Accessory
Klebsiella_KP144,catA2,MKGMMFOM_05568,Accessory
Klebsiella_KP144,blaKPC-2,MKGMMFOM_05584,Accessory
Klebsiella_HS11286,blaCTX-M-14,PFHEFCNI_05206,Accessory
Klebsiella_HS11286,dfrA50,NA,Unknown
Klebsiella_HS11286,blaTEM-1,PFHEFCNI_05480,Accessory
Klebsiella_HS11286,rmtB1,PFHEFCNI_05481,Accessory
Klebsiella_HS11286,tet(G),PFHEFCNI_05487,Accessory
Klebsiella_HS11286,floR2,PFHEFCNI_05489,Accessory
Klebsiella_HS11286,sul1,PFHEFCNI_05490,Accessory
Klebsiella_HS11286,qacEdelta1,PFHEFCNI_05491,Accessory
Klebsiella_HS11286,aadA2,NA,Unknown
Klebsiella_HS11286,dfrA12,NA,Unknown
Klebsiella_HS11286,aac(3)-IId,NA,Unknown
Klebsiella_HS11286,blaTEM-1,PFHEFCNI_05500,Accessory
Klebsiella_HS11286,aph(6)-Id,PFHEFCNI_05501,Accessory
Klebsiella_HS11286,aph(3'')-Ib,PFHEFCNI_05502,Accessory
Klebsiella_HS11286,sul2,PFHEFCNI_05503,Accessory
Klebsiella_HS11286,blaCTX-M-14,PFHEFCNI_05538,Accessory
Klebsiella_HS11286,fosA,PFHEFCNI_00606,Core
Klebsiella_HS11286,blaSHV-11,PFHEFCNI_02468,Core
Klebsiella_HS11286,blaKPC-2,PFHEFCNI_05333,Accessory
Klebsiella_HS11286,blaTEM-1,PFHEFCNI_05351,Accessory
Klebsiella_CRKP-C235,rmtB1,CAOAKALJ_01936,Accessory
Klebsiella_CRKP-C235,blaTEM-1,CAOAKALJ_01937,Accessory
Klebsiella_CRKP-C235,blaCTX-M-65,CAOAKALJ_01943,Accessory
Klebsiella_CRKP-C235,blaCTX-M-65,CAOAKALJ_01950,Accessory
Klebsiella_CRKP-C235,blaKPC-2,CAOAKALJ_02054,Accessory
Klebsiella_CRKP-C235,blaSHV-12,CAOAKALJ_02062,Accessory
Klebsiella_CRKP-C235,blaSHV-11,CAOAKALJ_02924,Core
Klebsiella_CRKP-C235,sul1,CAOAKALJ_03233,Accessory
Klebsiella_CRKP-C235,qacEdelta1,CAOAKALJ_03234,Accessory
Klebsiella_CRKP-C235,aadA2,NA,Unknown
Klebsiella_CRKP-C235,fosA,CAOAKALJ_04826,Core
Klebsiella_CRKP-C235,dfrA14,NA,Unknown
Klebsiella_CRKP-C235,sul2,CAOAKALJ_05476,Accessory
Klebsiella_CRKP-C235,catA2,CAOAKALJ_05484,Accessory
Klebsiella_CRKP-C235,tet(A),CAOAKALJ_05487,Accessory
Klebsiella_CRKP-C235,blaLAP-2,CAOAKALJ_05491,Accessory
Klebsiella_CRKP-C235,qnrS1,CAOAKALJ_05495,Accessory
Klebsiella_CRKP-C235,dfrA14,NA,Unknown
Klebsiella_CRKP-C235,sul2,CAOAKALJ_05572,Accessory
Klebsiella_Bio45,oqxB,CEJKIKAO_01815,Accessory
Klebsiella_Bio45,oqxA,CEJKIKAO_01816,Accessory
Klebsiella_Bio45,fosA,CEJKIKAO_01862,Core
Klebsiella_Bio45,blaSHV-28,CEJKIKAO_04973,Core
Klebsiella_Bio45,dfrA1,CEJKIKAO_05091,Accessory
Klebsiella_Bio45,sat2,CEJKIKAO_05092,Accessory
Klebsiella_Bio45,dfrA12,CEJKIKAO_05287,Accessory
Klebsiella_Bio45,aadA2,NA,Unknown
Klebsiella_Bio45,qacEdelta1,CEJKIKAO_05289,Accessory
Klebsiella_Bio45,sul1,CEJKIKAO_05290,Accessory
Klebsiella_Bio45,armA,CEJKIKAO_05294,Accessory
Klebsiella_Bio45,msr(E),CEJKIKAO_05297,Accessory
Klebsiella_Bio45,mph(E),CEJKIKAO_05298,Accessory
Klebsiella_Bio45,blaOXA-232,CEJKIKAO_05344,Accessory
Klebsiella_Bio45,dfrA14,CEJKIKAO_05350,Accessory
Klebsiella_Bio45,blaTEM-1,CEJKIKAO_05380,Accessory
Klebsiella_Bio45,tet(D),CEJKIKAO_05386,Accessory
Klebsiella_Bio45,catB3,CEJKIKAO_05397,Accessory
Klebsiella_Bio45,blaOXA-1,CEJKIKAO_05398,Accessory
Klebsiella_Bio45,aac(6')-Ib-cr5,CEJKIKAO_05399,Accessory
Klebsiella_Bio45,blaCTX-M-15,CEJKIKAO_05404,Accessory
Klebsiella_Bio45,dfrA12,CEJKIKAO_05686,Accessory
Klebsiella_Bio45,aadA2,NA,Unknown
Klebsiella_Bio45,qacEdelta1,CEJKIKAO_05688,Accessory
Klebsiella_Bio45,sul1,CEJKIKAO_05689,Accessory
Klebsiella_Bio45,armA,CEJKIKAO_05693,Accessory
Klebsiella_Bio45,msr(E),CEJKIKAO_05696,Accessory
Klebsiella_Bio45,mph(E),CEJKIKAO_05697,Accessory
Klebsiella_Bio45,blaOXA-232,CEJKIKAO_05705,Accessory
Klebsiella_Bio45,blaTEM-1,CEJKIKAO_05710,Accessory
Klebsiella_Bio45,dfrA14,CEJKIKAO_05739,Accessory
Klebsiella_Bio45,tet(D),CEJKIKAO_05753,Accessory
Klebsiella_Bio45,catB3,CEJKIKAO_05766,Accessory
Klebsiella_Bio45,blaOXA-1,CEJKIKAO_05767,Accessory
Klebsiella_Bio45,aac(6')-Ib-cr5,CEJKIKAO_05768,Accessory
Klebsiella_Bio45,blaCTX-M-15,CEJKIKAO_05777,Accessory
Klebsiella_XHKPN391,blaSHV-12,HKPMNAPE_00335,Accessory
Klebsiella_XHKPN391,catB3,HKPMNAPE_00338,Accessory
Klebsiella_XHKPN391,blaOXA-1,HKPMNAPE_00339,Accessory
Klebsiella_XHKPN391,aac(6')-Ib-cr5,HKPMNAPE_00340,Accessory
Klebsiella_XHKPN391,fosA,HKPMNAPE_00691,Core
Klebsiella_XHKPN391,blaSHV-12,HKPMNAPE_02539,Core
Klebsiella_XHKPN391,oqxA,HKPMNAPE_04095,Accessory
Klebsiella_XHKPN391,oqxB,HKPMNAPE_04096,Accessory
Klebsiella_XHKPN391,rmtB1,HKPMNAPE_05012,Accessory
Klebsiella_XHKPN391,blaTEM-1,HKPMNAPE_05013,Accessory
Klebsiella_XHKPN391,blaKPC-2,HKPMNAPE_05022,Accessory
Klebsiella_XHKPN391,blaKPC-2,HKPMNAPE_05030,Accessory
Klebsiella_XHKPN391,blaCTX-M-65,HKPMNAPE_05485,Accessory
Klebsiella_XHKPN391,fosA3,HKPMNAPE_05489,Accessory
Klebsiella_XHKPN391,blaKPC-2,HKPMNAPE_05495,Accessory
Klebsiella_IM029,oqxB,GJJFJPIC_01209,Accessory
Klebsiella_IM029,oqxA,GJJFJPIC_01210,Accessory
Klebsiella_IM029,blaSHV-11,GJJFJPIC_02773,Core
Klebsiella_IM029,sul1,GJJFJPIC_03083,Accessory
Klebsiella_IM029,qacEdelta1,GJJFJPIC_03084,Accessory
Klebsiella_IM029,aadA2,NA,Unknown
Klebsiella_IM029,fosA,GJJFJPIC_04579,Core
Klebsiella_IM029,mph(E),GJJFJPIC_04926,Accessory
Klebsiella_IM029,msr(E),GJJFJPIC_04927,Accessory
Klebsiella_IM029,armA,GJJFJPIC_04930,Accessory
Klebsiella_IM029,sul1,GJJFJPIC_04934,Accessory
Klebsiella_IM029,qacEdelta1,GJJFJPIC_04935,Accessory
Klebsiella_IM029,aadA2,NA,Unknown
Klebsiella_IM029,dfrA12,GJJFJPIC_04937,Accessory
Klebsiella_IM029,qnrB4,GJJFJPIC_04950,Accessory
Klebsiella_IM029,blaDHA-1,GJJFJPIC_04957,Accessory
Klebsiella_IM029,qacE,NA,Unknown
Klebsiella_IM029,sul1,NA,Unknown
Klebsiella_IM029,mrx(A),GJJFJPIC_04968,Accessory
Klebsiella_IM029,mph(A),GJJFJPIC_04969,Accessory
Klebsiella_IM029,blaTEM-1,GJJFJPIC_04973,Accessory
Klebsiella_IM029,blaCTX-M-15,GJJFJPIC_04978,Accessory
Klebsiella_IM029,aac(6')-Ib-cr5,GJJFJPIC_04982,Accessory
Klebsiella_IM029,blaOXA-1,GJJFJPIC_04983,Accessory
Klebsiella_IM029,catB3,GJJFJPIC_04984,Accessory
Klebsiella_IM029,tet(A),NA,Unknown
Klebsiella_IM029,blaSHV-11,GJJFJPIC_04994,Accessory
Klebsiella_IM029,aph(3')-Ia,GJJFJPIC_05004,Accessory
Klebsiella_IM029,rmtB,GJJFJPIC_05437,Accessory
Klebsiella_IM029,fosA3,GJJFJPIC_05440,Accessory
Klebsiella_IM029,blaKPC-2,GJJFJPIC_05538,Accessory
Klebsiella_IM029,blaSHV-12,GJJFJPIC_05543,Accessory
Klebsiella_QD23,oqxB19,DIBJAJLO_01140,Accessory
Klebsiella_QD23,oqxA10,DIBJAJLO_01141,Accessory
Klebsiella_QD23,blaSHV-1,DIBJAJLO_02557,Core
Klebsiella_QD23,aadA2,NA,Unknown
Klebsiella_QD23,ere(A),DIBJAJLO_04358,Accessory
Klebsiella_QD23,dfrA32,DIBJAJLO_04359,Accessory
Klebsiella_QD23,bleO,NA,Unknown
Klebsiella_QD23,aac(6')-Ib-cr5,DIBJAJLO_04368,Accessory
Klebsiella_QD23,blaOXA-1,DIBJAJLO_04369,Accessory
Klebsiella_QD23,catB3,DIBJAJLO_04370,Accessory
Klebsiella_QD23,arr-3,DIBJAJLO_04371,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04372,Accessory
Klebsiella_QD23,sul1,DIBJAJLO_04373,Accessory
Klebsiella_QD23,aac(3)-IVa,DIBJAJLO_04375,Accessory
Klebsiella_QD23,aph(4)-Ia,DIBJAJLO_04376,Accessory
Klebsiella_QD23,sul2,DIBJAJLO_04382,Accessory
Klebsiella_QD23,floR,DIBJAJLO_04386,Accessory
Klebsiella_QD23,blaCTX-M-65,DIBJAJLO_04396,Accessory
Klebsiella_QD23,fosA3,DIBJAJLO_04400,Accessory
Klebsiella_QD23,aph(3')-Ia,DIBJAJLO_04405,Accessory
Klebsiella_QD23,tet(C),DIBJAJLO_04408,Accessory
Klebsiella_QD23,sul2,DIBJAJLO_04452,Accessory
Klebsiella_QD23,aph(3'')-Ib,DIBJAJLO_04453,Accessory
Klebsiella_QD23,aph(6)-Id,DIBJAJLO_04454,Accessory
Klebsiella_QD23,aac(3)-IId,DIBJAJLO_04456,Accessory
Klebsiella_QD23,aph(3')-Ia,DIBJAJLO_04459,Accessory
Klebsiella_QD23,mph(A),DIBJAJLO_04461,Accessory
Klebsiella_QD23,mrx(A),DIBJAJLO_04462,Accessory
Klebsiella_QD23,bleO,NA,Unknown
Klebsiella_QD23,aac(6')-Ib-cr5,DIBJAJLO_04471,Accessory
Klebsiella_QD23,blaOXA-1,DIBJAJLO_04472,Accessory
Klebsiella_QD23,catB3,DIBJAJLO_04473,Accessory
Klebsiella_QD23,arr-3,DIBJAJLO_04474,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04475,Accessory
Klebsiella_QD23,sul1,DIBJAJLO_04476,Accessory
Klebsiella_QD23,aac(3)-IId,DIBJAJLO_04478,Accessory
Klebsiella_QD23,aph(3')-Ia,DIBJAJLO_04481,Accessory
Klebsiella_QD23,mph(A),DIBJAJLO_04483,Accessory
Klebsiella_QD23,mrx(A),DIBJAJLO_04484,Accessory
Klebsiella_QD23,sul1,DIBJAJLO_04490,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04491,Accessory
Klebsiella_QD23,aadA2,NA,Unknown
Klebsiella_QD23,dfrA12,DIBJAJLO_04493,Accessory
Klebsiella_QD23,blaTEM-1,DIBJAJLO_04680,Accessory
Klebsiella_QD23,aac(3)-IId,DIBJAJLO_04685,Accessory
Klebsiella_QD23,mph(A),DIBJAJLO_04687,Accessory
Klebsiella_QD23,mrx(A),NA,Unknown
Klebsiella_QD23,sul1,DIBJAJLO_04695,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04696,Accessory
Klebsiella_QD23,arr-3,DIBJAJLO_04697,Accessory
Klebsiella_QD23,catB3,NA,Unknown
Klebsiella_QD23,blaNDM-3,DIBJAJLO_04699,Accessory
Klebsiella_QD23,ble,DIBJAJLO_04700,Accessory
Klebsiella_QD23,sul1,DIBJAJLO_04703,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04704,Accessory
Klebsiella_QD23,aadA16,DIBJAJLO_04705,Accessory
Klebsiella_QD23,dfrA27,NA,Unknown
Klebsiella_QD23,arr-3,DIBJAJLO_04707,Accessory
Klebsiella_QD23,aac(6')-Ib-cr,DIBJAJLO_04708,Accessory
Klebsiella_QD23,mph(A),NA,Unknown
Klebsiella_QD23,sul1,DIBJAJLO_04723,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04724,Accessory
Klebsiella_QD23,arr-3,DIBJAJLO_04725,Accessory
Klebsiella_QD23,catB3,NA,Unknown
Klebsiella_QD23,blaNDM-3,DIBJAJLO_04727,Accessory
Klebsiella_QD23,ble,DIBJAJLO_04728,Accessory
Klebsiella_QD23,sul1,DIBJAJLO_04731,Accessory
Klebsiella_QD23,qacEdelta1,DIBJAJLO_04732,Accessory
Klebsiella_QD23,aadA16,DIBJAJLO_04733,Accessory
Klebsiella_QD23,dfrA27,NA,Unknown
Klebsiella_QD23,arr-3,DIBJAJLO_04735,Accessory
Klebsiella_QD23,aac(6')-Ib-cr5,DIBJAJLO_04736,Accessory
Klebsiella_QD23,aac(3)-IId,DIBJAJLO_04740,Accessory
Klebsiella_QD23,sul2,DIBJAJLO_04881,Accessory
Klebsiella_QD23,aph(3'')-Ib,DIBJAJLO_04882,Accessory
Klebsiella_QD23,aph(6)-Id,DIBJAJLO_04883,Accessory
Klebsiella_QD23,floR,DIBJAJLO_04886,Accessory
Klebsiella_QD23,fosA,DIBJAJLO_04968,Core
Klebsiella_Bio73,oqxA,AKEFJBBM_01522,Accessory
Klebsiella_Bio73,oqxB,AKEFJBBM_01523,Accessory
Klebsiella_Bio73,fosA,AKEFJBBM_02449,Core
Klebsiella_Bio73,blaSHV-28,AKEFJBBM_04935,Core
Klebsiella_Bio73,dfrA1,AKEFJBBM_05052,Accessory
Klebsiella_Bio73,sat2,AKEFJBBM_05053,Accessory
Klebsiella_Bio73,dfrA12,AKEFJBBM_05277,Accessory
Klebsiella_Bio73,aadA2,NA,Unknown
Klebsiella_Bio73,qacEdelta1,AKEFJBBM_05279,Accessory
Klebsiella_Bio73,sul1,AKEFJBBM_05280,Accessory
Klebsiella_Bio73,armA,AKEFJBBM_05284,Accessory
Klebsiella_Bio73,msr(E),AKEFJBBM_05287,Accessory
Klebsiella_Bio73,mph(E),AKEFJBBM_05288,Accessory
Klebsiella_Bio73,blaOXA-232,AKEFJBBM_05333,Accessory
Klebsiella_Bio73,dfrA14,AKEFJBBM_05339,Accessory
Klebsiella_Bio73,blaTEM-1,AKEFJBBM_05375,Accessory
